,case,event,startTime,completeTime,creator,variant,variant-index,org:resource,role,Activity
177,Case39,Wait,2013/09/12 08:46:36.000,2013/09/12 08:46:36.000,Fluxicon Disco,Variant 2,2,Value 4,Value 4,Wait
178,Case39,Resolve ticket,2013/09/27 08:50:58.000,2013/09/27 08:50:58.000,Fluxicon Disco,Variant 2,2,Value 4,Value 4,Resolve ticket
179,Case39,Closed,2013/10/12 08:51:11.000,2013/10/12 08:51:11.000,Fluxicon Disco,Variant 2,2,Value 3,Value 3,Closed
180,Case40,Assign seriousness,2012/08/09 11:13:03.000,2012/08/09 11:13:03.000,Fluxicon Disco,Variant 1,1,Value 4,Value 4,Assign seriousness
181,Case40,Take in charge ticket,2012/08/09 11:13:29.000,2012/08/09 11:13:29.000,Fluxicon Disco,Variant 1,1,Value 4,Value 4,Take in charge ticket
182,Case40,Resolve ticket,2012/08/09 11:46:00.000,2012/08/09 11:46:00.000,Fluxicon Disco,Variant 1,1,Value 13,Value 13,Resolve ticket
183,Case40,Closed,2012/09/12 11:20:25.000,2012/09/12 11:20:25.000,Fluxicon Disco,Variant 1,1,Value 5,Value 5,Closed
184,Case41,Assign seriousness,2010/12/14 09:44:26.000,2010/12/14 09:44:26.000,Fluxicon Disco,Variant 1,1,Value 14,Value 14,Assign seriousness
185,Case41,Take in charge ticket,2010/12/14 09:44:57.000,2010/12/14 09:44:57.000,Fluxicon Disco,Variant 1,1,Value 14,Value 14,Take in charge ticket
186,Case41,Resolve ticket,2010/12/14 09:45:12.000,2010/12/14 09:45:12.000,Fluxicon Disco,Variant 1,1,Value 14,Value 14,Resolve ticket
187,Case41,Closed,2011/01/27 09:50:31.000,2011/01/27 09:50:31.000,Fluxicon Disco,Variant 1,1,Value 5,Value 5,Closed
188,Case42,Assign seriousness,2011/06/16 11:23:39.000,2011/06/16 11:23:39.000,Fluxicon Disco,Variant 1,1,Value 8,Value 8,Assign seriousness
189,Case42,Take in charge ticket,2011/06/16 11:51:05.000,2011/06/16 11:51:05.000,Fluxicon Disco,Variant 1,1,Value 8,Value 8,Take in charge ticket
190,Case42,Resolve ticket,2011/06/16 12:39:51.000,2011/06/16 12:39:51.000,Fluxicon Disco,Variant 1,1,Value 8,Value 8,Resolve ticket
191,Case42,Closed,2011/07/30 11:30:33.000,2011/07/30 11:30:33.000,Fluxicon Disco,Variant 1,1,Value 5,Value 5,Closed
192,Case43,Assign seriousness,2012/04/10 07:56:32.000,2012/04/10 07:56:32.000,Fluxicon Disco,Variant 1,1,Value 1,Value 1,Assign seriousness
193,Case43,Take in charge ticket,2012/04/10 08:27:27.000,2012/04/10 08:27:27.000,Fluxicon Disco,Variant 1,1,Value 4,Value 4,Take in charge ticket
194,Case43,Resolve ticket,2012/04/10 09:53:28.000,2012/04/10 09:53:28.000,Fluxicon Disco,Variant 1,1,Value 4,Value 4,Resolve ticket
195,Case43,Closed,2012/05/26 08:00:20.000,2012/05/26 08:00:20.000,Fluxicon Disco,Variant 1,1,Value 5,Value 5,Closed
196,Case44,Assign seriousness,2010/11/29 15:09:19.000,2010/11/29 15:09:19.000,Fluxicon Disco,Variant 1,1,Value 2,Value 2,Assign seriousness
197,Case44,Take in charge ticket,2010/11/29 15:19:59.000,2010/11/29 15:19:59.000,Fluxicon Disco,Variant 1,1,Value 2,Value 2,Take in charge ticket
198,Case44,Resolve ticket,2010/11/29 15:20:51.000,2010/11/29 15:20:51.000,Fluxicon Disco,Variant 1,1,Value 2,Value 2,Resolve ticket
199,Case44,Closed,2010/12/31 15:10:28.000,2010/12/31 15:10:28.000,Fluxicon Disco,Variant 1,1,Value 5,Value 5,Closed
200,Case45,Assign seriousness,2012/01/20 13:08:14.000,2012/01/20 13:08:14.000,Fluxicon Disco,Variant 1,1,Value 9,Value 9,Assign seriousness
201,Case45,Take in charge ticket,2012/01/25 10:46:19.000,2012/01/25 10:46:19.000,Fluxicon Disco,Variant 1,1,Value 9,Value 9,Take in charge ticket
202,Case45,Resolve ticket,2012/03/02 09:40:59.000,2012/03/02 09:40:59.000,Fluxicon Disco,Variant 1,1,Value 9,Value 9,Resolve ticket
203,Case45,Closed,2012/03/17 09:41:18.000,2012/03/17 09:41:18.000,Fluxicon Disco,Variant 1,1,Value 5,Value 5,Closed
204,Case46,Assign seriousness,2012/11/14 13:33:17.000,2012/11/14 13:33:17.000,Fluxicon Disco,Variant 28,28,Value 1,Value 1,Assign seriousness
205,Case46,Take in charge ticket,2012/11/15 12:33:28.000,2012/11/15 12:33:28.000,Fluxicon Disco,Variant 28,28,Value 2,Value 2,Take in charge ticket
206,Case46,Take in charge ticket,2012/11/15 12:33:59.000,2012/11/15 12:33:59.000,Fluxicon Disco,Variant 28,28,Value 12,Value 12,Take in charge ticket
207,Case46,Wait,2012/11/16 10:37:21.000,2012/11/16 10:37:21.000,Fluxicon Disco,Variant 28,28,Value 12,Value 12,Wait
208,Case46,Resolve ticket,2012/12/14 13:20:49.000,2012/12/14 13:20:49.000,Fluxicon Disco,Variant 28,28,Value 12,Value 12,Resolve ticket
209,Case46,Closed,2012/12/29 13:21:03.000,2012/12/29 13:21:03.000,Fluxicon Disco,Variant 28,28,Value 3,Value 3,Closed
210,Case47,Assign seriousness,2011/05/25 08:48:18.000,2011/05/25 08:48:18.000,Fluxicon Disco,Variant 1,1,Value 8,Value 8,Assign seriousness
211,Case47,Take in charge ticket,2011/05/25 08:48:43.000,2011/05/25 08:48:43.000,Fluxicon Disco,Variant 1,1,Value 8,Value 8,Take in charge ticket
212,Case47,Resolve ticket,2011/05/30 14:04:34.000,2011/05/30 14:04:34.000,Fluxicon Disco,Variant 1,1,Value 15,Value 15,Resolve ticket
213,Case47,Closed,2011/07/01 08:50:37.000,2011/07/01 08:50:37.000,Fluxicon Disco,Variant 1,1,Value 5,Value 5,Closed
214,Case48,Insert ticket,2010/12/01 12:42:59.000,2010/12/01 12:42:59.000,Fluxicon Disco,Variant 7,7,Value 12,Value 12,Insert ticket
215,Case48,Assign seriousness,2010/12/02 13:07:33.000,2010/12/02 13:07:33.000,Fluxicon Disco,Variant 7,7,Value 2,Value 2,Assign seriousness
216,Case48,Take in charge ticket,2010/12/02 13:07:41.000,2010/12/02 13:07:41.000,Fluxicon Disco,Variant 7,7,Value 2,Value 2,Take in charge ticket
217,Case48,Resolve ticket,2010/12/02 13:08:33.000,2010/12/02 13:08:33.000,Fluxicon Disco,Variant 7,7,Value 2,Value 2,Resolve ticket
218,Case48,Closed,2011/01/01 13:08:51.000,2011/01/01 13:08:51.000,Fluxicon Disco,Variant 7,7,Value 5,Value 5,Closed
219,Case49,Assign seriousness,2011/11/25 13:33:54.000,2011/11/25 13:33:54.000,Fluxicon Disco,Variant 2,2,Value 2,Value 2,Assign seriousness
220,Case49,Take in charge ticket,2011/11/25 13:47:48.000,2011/11/25 13:47:48.000,Fluxicon Disco,Variant 2,2,Value 2,Value 2,Take in charge ticket
221,Case49,Wait,2011/11/29 13:47:35.000,2011/11/29 13:47:35.000,Fluxicon Disco,Variant 2,2,Value 2,Value 2,Wait
222,Case49,Resolve ticket,2011/12/02 15:25:57.000,2011/12/02 15:25:57.000,Fluxicon Disco,Variant 2,2,Value 2,Value 2,Resolve ticket
223,Case49,Closed,2012/01/07 15:20:26.000,2012/01/07 15:20:26.000,Fluxicon Disco,Variant 2,2,Value 5,Value 5,Closed
224,Case50,Assign seriousness,2012/01/16 09:53:01.000,2012/01/16 09:53:01.000,Fluxicon Disco,Variant 6,6,Value 4,Value 4,Assign seriousness
225,Case50,Take in charge ticket,2012/01/16 09:59:51.000,2012/01/16 09:59:51.000,Fluxicon Disco,Variant 6,6,Value 4,Value 4,Take in charge ticket
226,Case50,Resolve ticket,2012/01/16 15:37:54.000,2012/01/16 15:37:54.000,Fluxicon Disco,Variant 6,6,Value 4,Value 4,Resolve ticket
227,Case50,Resolve ticket,2012/01/16 15:37:55.000,2012/01/16 15:37:55.000,Fluxicon Disco,Variant 6,6,Value 4,Value 4,Resolve ticket
228,Case50,Closed,2012/02/16 10:00:57.000,2012/02/16 10:00:57.000,Fluxicon Disco,Variant 6,6,Value 5,Value 5,Closed
229,Case51,Assign seriousness,2012/06/13 12:55:36.000,2012/06/13 12:55:36.000,Fluxicon Disco,Variant 2,2,Value 4,Value 4,Assign seriousness
230,Case51,Take in charge ticket,2012/06/14 06:07:06.000,2012/06/14 06:07:06.000,Fluxicon Disco,Variant 2,2,Value 4,Value 4,Take in charge ticket
231,Case51,Wait,2012/06/15 06:16:27.000,2012/06/15 06:16:27.000,Fluxicon Disco,Variant 2,2,Value 10,Value 10,Wait
232,Case51,Resolve ticket,2012/07/02 08:41:04.000,2012/07/02 08:41:04.000,Fluxicon Disco,Variant 2,2,Value 10,Value 10,Resolve ticket
233,Case51,Closed,2012/07/18 06:30:21.000,2012/07/18 06:30:21.000,Fluxicon Disco,Variant 2,2,Value 5,Value 5,Closed
234,Case52,Assign seriousness,2012/07/26 14:18:26.000,2012/07/26 14:18:26.000,Fluxicon Disco,Variant 1,1,Value 13,Value 13,Assign seriousness
235,Case52,Take in charge ticket,2012/07/26 14:18:35.000,2012/07/26 14:18:35.000,Fluxicon Disco,Variant 1,1,Value 13,Value 13,Take in charge ticket
236,Case52,Resolve ticket,2012/07/27 09:46:28.000,2012/07/27 09:46:28.000,Fluxicon Disco,Variant 1,1,Value 13,Value 13,Resolve ticket
237,Case52,Closed,2012/09/12 14:20:55.000,2012/09/12 14:20:55.000,Fluxicon Disco,Variant 1,1,Value 5,Value 5,Closed
238,Case53,Assign seriousness,2010/10/14 12:53:13.000,2010/10/14 12:53:13.000,Fluxicon Disco,Variant 16,16,Value 2,Value 2,Assign seriousness
239,Case53,Take in charge ticket,2010/10/15 12:02:36.000,2010/10/15 12:02:36.000,Fluxicon Disco,Variant 16,16,Value 14,Value 14,Take in charge ticket
240,Case53,Wait,2010/10/28 14:12:55.000,2010/10/28 14:12:55.000,Fluxicon Disco,Variant 16,16,Value 12,Value 12,Wait
241,Case53,Wait,2010/10/28 14:12:55.000,2010/10/28 14:12:55.000,Fluxicon Disco,Variant 16,16,Value 12,Value 12,Wait
242,Case53,Take in charge ticket,2010/10/29 12:42:01.000,2010/10/29 12:42:01.000,Fluxicon Disco,Variant 16,16,Value 12,Value 12,Take in charge ticket
243,Case53,Resolve ticket,2010/11/04 07:48:12.000,2010/11/04 07:48:12.000,Fluxicon Disco,Variant 16,16,Value 2,Value 2,Resolve ticket
244,Case53,Closed,2010/12/04 07:48:57.000,2010/12/04 07:48:57.000,Fluxicon Disco,Variant 16,16,Value 5,Value 5,Closed
245,Case54,Assign seriousness,2013/11/07 07:20:59.000,2013/11/07 07:20:59.000,Fluxicon Disco,Variant 1,1,Value 1,Value 1,Assign seriousness
246,Case54,Take in charge ticket,2013/11/29 08:10:50.000,2013/11/29 08:10:50.000,Fluxicon Disco,Variant 1,1,Value 2,Value 2,Take in charge ticket
247,Case54,Resolve ticket,2013/12/02 15:14:22.000,2013/12/02 15:14:22.000,Fluxicon Disco,Variant 1,1,Value 2,Value 2,Resolve ticket
248,Case54,Closed,2013/12/17 15:14:40.000,2013/12/17 15:14:40.000,Fluxicon Disco,Variant 1,1,Value 3,Value 3,Closed
249,Case55,Assign seriousness,2011/10/26 14:51:42.000,2011/10/26 14:51:42.000,Fluxicon Disco,Variant 2,2,Value 4,Value 4,Assign seriousness
250,Case55,Take in charge ticket,2011/10/31 14:19:03.000,2011/10/31 14:19:03.000,Fluxicon Disco,Variant 2,2,Value 9,Value 9,Take in charge ticket
251,Case55,Wait,2011/11/07 07:44:52.000,2011/11/07 07:44:52.000,Fluxicon Disco,Variant 2,2,Value 9,Value 9,Wait
252,Case55,Resolve ticket,2011/11/21 07:21:23.000,2011/11/21 07:21:23.000,Fluxicon Disco,Variant 2,2,Value 9,Value 9,Resolve ticket
253,Case55,Closed,2011/12/06 07:21:36.000,2011/12/06 07:21:36.000,Fluxicon Disco,Variant 2,2,Value 5,Value 5,Closed
254,Case56,Assign seriousness,2012/01/30 10:32:58.000,2012/01/30 10:32:58.000,Fluxicon Disco,Variant 5,5,Value 2,Value 2,Assign seriousness
255,Case56,Resolve ticket,2012/01/30 10:33:23.000,2012/01/30 10:33:23.000,Fluxicon Disco,Variant 5,5,Value 2,Value 2,Resolve ticket
256,Case56,Closed,2012/03/14 10:40:25.000,2012/03/14 10:40:25.000,Fluxicon Disco,Variant 5,5,Value 5,Value 5,Closed
257,Case57,Assign seriousness,2010/10/29 08:39:23.000,2010/10/29 08:39:23.000,Fluxicon Disco,Variant 1,1,Value 6,Value 6,Assign seriousness
258,Case57,Take in charge ticket,2010/11/02 13:56:13.000,2010/11/02 13:56:13.000,Fluxicon Disco,Variant 1,1,Value 6,Value 6,Take in charge ticket
259,Case57,Resolve ticket,2010/11/02 14:39:05.000,2010/11/02 14:39:05.000,Fluxicon Disco,Variant 1,1,Value 6,Value 6,Resolve ticket
260,Case57,Closed,2010/11/30 09:40:55.000,2010/11/30 09:40:55.000,Fluxicon Disco,Variant 1,1,Value 5,Value 5,Closed
261,Case58,Assign seriousness,2012/11/16 14:49:30.000,2012/11/16 14:49:30.000,Fluxicon Disco,Variant 93,93,Value 1,Value 1,Assign seriousness
262,Case58,Create SW anomaly,2012/11/16 14:49:51.000,2012/11/16 14:49:51.000,Fluxicon Disco,Variant 93,93,Value 1,Value 1,Create SW anomaly
263,Case58,Require upgrade,2012/11/28 12:50:07.000,2012/11/28 12:50:07.000,Fluxicon Disco,Variant 93,93,Value 2,Value 2,Require upgrade
264,Case58,Resolve ticket,2012/12/17 08:55:05.000,2012/12/17 08:55:05.000,Fluxicon Disco,Variant 93,93,Value 2,Value 2,Resolve ticket
265,Case58,Closed,2013/01/01 08:55:26.000,2013/01/01 08:55:26.000,Fluxicon Disco,Variant 93,93,Value 3,Value 3,Closed
266,Case59,Assign seriousness,2012/03/28 11:28:37.000,2012/03/28 11:28:37.000,Fluxicon Disco,Variant 6,6,Value 1,Value 1,Assign seriousness
267,Case59,Take in charge ticket,2012/03/28 11:28:47.000,2012/03/28 11:28:47.000,Fluxicon Disco,Variant 6,6,Value 1,Value 1,Take in charge ticket
268,Case59,Resolve ticket,2012/03/28 14:32:57.000,2012/03/28 14:32:57.000,Fluxicon Disco,Variant 6,6,Value 1,Value 1,Resolve ticket
269,Case59,Resolve ticket,2012/03/28 14:32:57.000,2012/03/28 14:32:57.000,Fluxicon Disco,Variant 6,6,Value 1,Value 1,Resolve ticket
270,Case59,Closed,2012/04/28 11:30:17.000,2012/04/28 11:30:17.000,Fluxicon Disco,Variant 6,6,Value 5,Value 5,Closed
271,Case60,Assign seriousness,2011/04/06 14:35:49.000,2011/04/06 14:35:49.000,Fluxicon Disco,Variant 3,3,Value 13,Value 13,Assign seriousness
272,Case60,Take in charge ticket,2011/04/06 14:36:04.000,2011/04/06 14:36:04.000,Fluxicon Disco,Variant 3,3,Value 13,Value 13,Take in charge ticket
273,Case60,Wait,2011/04/07 14:41:23.000,2011/04/07 14:41:23.000,Fluxicon Disco,Variant 3,3,Value 13,Value 13,Wait
274,Case60,Take in charge ticket,2011/04/13 07:49:14.000,2011/04/13 07:49:14.000,Fluxicon Disco,Variant 3,3,Value 2,Value 2,Take in charge ticket
275,Case60,Resolve ticket,2011/04/13 07:49:22.000,2011/04/13 07:49:22.000,Fluxicon Disco,Variant 3,3,Value 2,Value 2,Resolve ticket
276,Case60,Closed,2011/05/28 07:50:26.000,2011/05/28 07:50:26.000,Fluxicon Disco,Variant 3,3,Value 5,Value 5,Closed
277,Case61,Assign seriousness,2011/09/16 06:04:39.000,2011/09/16 06:04:39.000,Fluxicon Disco,Variant 1,1,Value 1,Value 1,Assign seriousness
278,Case61,Take in charge ticket,2011/09/16 06:18:12.000,2011/09/16 06:18:12.000,Fluxicon Disco,Variant 1,1,Value 10,Value 10,Take in charge ticket
279,Case61,Resolve ticket,2011/09/16 14:04:46.000,2011/09/16 14:04:46.000,Fluxicon Disco,Variant 1,1,Value 10,Value 10,Resolve ticket
280,Case61,Closed,2011/11/10 07:10:45.000,2011/11/10 07:10:45.000,Fluxicon Disco,Variant 1,1,Value 5,Value 5,Closed
281,Case62,Assign seriousness,2012/05/28 14:16:47.000,2012/05/28 14:16:47.000,Fluxicon Disco,Variant 5,5,Value 4,Value 4,Assign seriousness
282,Case62,Resolve ticket,2012/05/28 14:18:27.000,2012/05/28 14:18:27.000,Fluxicon Disco,Variant 5,5,Value 4,Value 4,Resolve ticket
283,Case62,Closed,2012/07/26 14:20:39.000,2012/07/26 14:20:39.000,Fluxicon Disco,Variant 5,5,Value 5,Value 5,Closed
284,Case63,Assign seriousness,2013/03/06 14:05:09.000,2013/03/06 14:05:09.000,Fluxicon Disco,Variant 1,1,Value 4,Value 4,Assign seriousness
285,Case63,Take in charge ticket,2013/03/22 07:58:01.000,2013/03/22 07:58:01.000,Fluxicon Disco,Variant 1,1,Value 9,Value 9,Take in charge ticket
286,Case63,Resolve ticket,2013/03/22 08:34:16.000,2013/03/22 08:34:16.000,Fluxicon Disco,Variant 1,1,Value 9,Value 9,Resolve ticket
287,Case63,Closed,2013/04/06 07:34:35.000,2013/04/06 07:34:35.000,Fluxicon Disco,Variant 1,1,Value 3,Value 3,Closed
288,Case64,Assign seriousness,2011/04/14 14:54:28.000,2011/04/14 14:54:28.000,Fluxicon Disco,Variant 94,94,Value 13,Value 13,Assign seriousness
289,Case64,Assign seriousness,2011/04/14 14:54:46.000,2011/04/14 14:54:46.000,Fluxicon Disco,Variant 94,94,Value 13,Value 13,Assign seriousness
290,Case64,Wait,2011/04/15 09:41:19.000,2011/04/15 09:41:19.000,Fluxicon Disco,Variant 94,94,Value 11,Value 11,Wait
291,Case64,Take in charge ticket,2011/04/27 09:30:04.000,2011/04/27 09:30:04.000,Fluxicon Disco,Variant 94,94,Value 2,Value 2,Take in charge ticket
292,Case64,Wait,2011/04/27 09:30:13.000,2011/04/27 09:30:13.000,Fluxicon Disco,Variant 94,94,Value 2,Value 2,Wait
293,Case64,Take in charge ticket,2011/05/06 08:42:13.000,2011/05/06 08:42:13.000,Fluxicon Disco,Variant 94,94,Value 11,Value 11,Take in charge ticket
294,Case64,Resolve ticket,2011/05/06 08:42:28.000,2011/05/06 08:42:28.000,Fluxicon Disco,Variant 94,94,Value 11,Value 11,Resolve ticket
295,Case64,Closed,2011/05/21 08:42:52.000,2011/05/21 08:42:52.000,Fluxicon Disco,Variant 94,94,Value 5,Value 5,Closed
296,Case65,Assign seriousness,2013/02/13 12:41:45.000,2013/02/13 12:41:45.000,Fluxicon Disco,Variant 2,2,Value 4,Value 4,Assign seriousness
297,Case65,Take in charge ticket,2013/03/01 08:23:38.000,2013/03/01 08:23:38.000,Fluxicon Disco,Variant 2,2,Value 2,Value 2,Take in charge ticket
298,Case65,Wait,2013/03/01 09:14:20.000,2013/03/01 09:14:20.000,Fluxicon Disco,Variant 2,2,Value 2,Value 2,Wait
299,Case65,Resolve ticket,2013/03/01 15:01:20.000,2013/03/01 15:01:20.000,Fluxicon Disco,Variant 2,2,Value 2,Value 2,Resolve ticket
300,Case65,Closed,2013/03/16 15:01:36.000,2013/03/16 15:01:36.000,Fluxicon Disco,Variant 2,2,Value 3,Value 3,Closed
301,Case66,Assign seriousness,2012/06/26 07:46:53.000,2012/06/26 07:46:53.000,Fluxicon Disco,Variant 1,1,Value 2,Value 2,Assign seriousness
302,Case66,Take in charge ticket,2012/06/26 07:47:39.000,2012/06/26 07:47:39.000,Fluxicon Disco,Variant 1,1,Value 13,Value 13,Take in charge ticket
303,Case66,Resolve ticket,2012/06/26 12:05:58.000,2012/06/26 12:05:58.000,Fluxicon Disco,Variant 1,1,Value 13,Value 13,Resolve ticket
304,Case66,Closed,2012/08/24 14:42:30.000,2012/08/24 14:42:30.000,Fluxicon Disco,Variant 1,1,Value 2,Value 2,Closed
305,Case67,Assign seriousness,2010/12/30 14:03:15.000,2010/12/30 14:03:15.000,Fluxicon Disco,Variant 1,1,Value 13,Value 13,Assign seriousness
306,Case67,Take in charge ticket,2011/01/11 07:40:08.000,2011/01/11 07:40:08.000,Fluxicon Disco,Variant 1,1,Value 2,Value 2,Take in charge ticket
307,Case67,Resolve ticket,2011/01/13 10:45:18.000,2011/01/13 10:45:18.000,Fluxicon Disco,Variant 1,1,Value 2,Value 2,Resolve ticket
308,Case67,Closed,2011/02/12 14:10:46.000,2011/02/12 14:10:46.000,Fluxicon Disco,Variant 1,1,Value 5,Value 5,Closed
309,Case68,Assign seriousness,2012/04/11 13:09:22.000,2012/04/11 13:09:22.000,Fluxicon Disco,Variant 1,1,Value 4,Value 4,Assign seriousness
310,Case68,Take in charge ticket,2012/04/11 13:09:45.000,2012/04/11 13:09:45.000,Fluxicon Disco,Variant 1,1,Value 4,Value 4,Take in charge ticket
311,Case68,Resolve ticket,2012/04/12 09:31:37.000,2012/04/12 09:31:37.000,Fluxicon Disco,Variant 1,1,Value 13,Value 13,Resolve ticket
312,Case68,Closed,2012/05/12 13:10:23.000,2012/05/12 13:10:23.000,Fluxicon Disco,Variant 1,1,Value 5,Value 5,Closed
313,Case69,Assign seriousness,2013/04/05 07:30:22.000,2013/04/05 07:30:22.000,Fluxicon Disco,Variant 1,1,Value 1,Value 1,Assign seriousness
314,Case69,Take in charge ticket,2013/04/30 12:27:21.000,2013/04/30 12:27:21.000,Fluxicon Disco,Variant 1,1,Value 2,Value 2,Take in charge ticket
315,Case69,Resolve ticket,2013/04/30 12:32:43.000,2013/04/30 12:32:43.000,Fluxicon Disco,Variant 1,1,Value 9,Value 9,Resolve ticket
316,Case69,Closed,2013/05/15 12:32:57.000,2013/05/15 12:32:57.000,Fluxicon Disco,Variant 1,1,Value 3,Value 3,Closed
317,Case70,Assign seriousness,2011/06/07 06:34:53.000,2011/06/07 06:34:53.000,Fluxicon Disco,Variant 2,2,Value 8,Value 8,Assign seriousness
318,Case70,Take in charge ticket,2011/06/07 06:35:14.000,2011/06/07 06:35:14.000,Fluxicon Disco,Variant 2,2,Value 8,Value 8,Take in charge ticket
319,Case70,Wait,2011/07/08 07:44:58.000,2011/07/08 07:44:58.000,Fluxicon Disco,Variant 2,2,Value 2,Value 2,Wait
320,Case70,Resolve ticket,2011/07/12 06:00:36.000,2011/07/12 06:00:36.000,Fluxicon Disco,Variant 2,2,Value 2,Value 2,Resolve ticket
321,Case70,Closed,2011/07/27 06:01:03.000,2011/07/27 06:01:03.000,Fluxicon Disco,Variant 2,2,Value 5,Value 5,Closed
322,Case71,Assign seriousness,2011/11/02 07:20:14.000,2011/11/02 07:20:14.000,Fluxicon Disco,Variant 1,1,Value 4,Value 4,Assign seriousness
323,Case71,Take in charge ticket,2011/11/02 07:20:41.000,2011/11/02 07:20:41.000,Fluxicon Disco,Variant 1,1,Value 4,Value 4,Take in charge ticket
324,Case71,Resolve ticket,2011/11/02 08:49:41.000,2011/11/02 08:49:41.000,Fluxicon Disco,Variant 1,1,Value 4,Value 4,Resolve ticket
325,Case71,Closed,2011/12/07 07:30:27.000,2011/12/07 07:30:27.000,Fluxicon Disco,Variant 1,1,Value 5,Value 5,Closed
326,Case72,Assign seriousness,2011/01/25 12:15:31.000,2011/01/25 12:15:31.000,Fluxicon Disco,Variant 1,1,Value 8,Value 8,Assign seriousness
327,Case72,Take in charge ticket,2011/01/25 12:15:58.000,2011/01/25 12:15:58.000,Fluxicon Disco,Variant 1,1,Value 8,Value 8,Take in charge ticket
328,Case72,Resolve ticket,2011/02/14 10:48:42.000,2011/02/14 10:48:42.000,Fluxicon Disco,Variant 1,1,Value 15,Value 15,Resolve ticket
329,Case72,Closed,2011/03/01 10:48:59.000,2011/03/01 10:48:59.000,Fluxicon Disco,Variant 1,1,Value 5,Value 5,Closed
330,Case73,Assign seriousness,2012/07/31 10:01:15.000,2012/07/31 10:01:15.000,Fluxicon Disco,Variant 5,5,Value 1,Value 1,Assign seriousness
331,Case73,Resolve ticket,2012/07/31 10:02:02.000,2012/07/31 10:02:02.000,Fluxicon Disco,Variant 5,5,Value 1,Value 1,Resolve ticket
332,Case73,Closed,2012/09/07 10:00:40.000,2012/09/07 10:00:40.000,Fluxicon Disco,Variant 5,5,Value 5,Value 5,Closed
333,Case74,Resolve ticket,2012/02/10 10:42:26.000,2012/02/10 10:42:26.000,Fluxicon Disco,Variant 95,95,Value 13,Value 13,Resolve ticket
334,Case74,Closed,2012/04/10 08:32:49.000,2012/04/10 08:32:49.000,Fluxicon Disco,Variant 95,95,Value 2,Value 2,Closed
335,Case75,Assign seriousness,2010/03/11 14:15:54.000,2010/03/11 14:15:54.000,Fluxicon Disco,Variant 4,4,Value 2,Value 2,Assign seriousness
